scientificName,taxonRank,vernacularName,taxonID,kingdom,phylum,class,order,family,genus,acceptedNameUsage
Chaetodontidae,family,蝴蝶魚科,KL_Fish_0000267,,,,,,,
Bodianus axillaris,species,腋斑狐鯛,KL_Fish_0000268,,,,,,,
Chromis,genus,光鰓雀鯛屬,KL_Fish_0000269,,,,,,,
Parupeneus spilurus,species,大型海緋鯉,KL_Fish_0000270,,,,,,,
Anampses,genus,阿南魚屬,KL_Fish_0000271,,,,,,,
Cheilinus trilobatus,species,三葉唇魚,KL_Fish_0000272,,,,,,,
Diploprion bifasciatum,species,雙帶鱸,KL_Fish_0000273,,,,,,,
Myliobatidae,family,鱝科,KL_Fish_0000277,,,,,,,
Pycnochromis,genus,密光鰓雀鯛屬,KL_Fish_0000278,,,,,,,
Diagramma pictum,family,密點少棘胡椒鯛,KL_Fish_0000279,,,,,,,
Plectorhinchus vittatus,family,條斑胡椒鯛,KL_Fish_0000280,,,,,,,
Abudefduf,genus,豆娘魚屬,KL_Fish_0000281,,,,,,,
Heniochus acuminatus,species,白吻雙帶立旗鯛,KL_Fish_0000282,,,,,,,
Iniistius pavo,species,巴父項鰭魚,KL_Fish_0000283,,,,,,,
Gymnothorax eurostus,species,黴身裸胸鯙,KL_Fish_0000284,,,,,,,
Cocos frillgoby,species,椰子深鰕虎,KL_Fish_0000285,,,,,,,
Aluterus monoceros,species,單角革單棘魨,KL_Fish_0000286,,,,,,,
Lethrinidae,family,龍占魚科,KL_Fish_0000287,,,,,,,
Bodianus loxozonus,species,斜帶狐鯛,KL_Fish_0000288,,,,,,,
Arothron firmamentum ,species,瓣叉鼻魨,KL_Fish_0000289,,,,,,,
Chilomycterus reticulatus ,species,網紋短刺魨,KL_Fish_0000290,,,,,,,
Gymnocranius grandoculis,species,藍線白鱲,KL_Fish_0000291,,,,,,,
Parapercis tetracantha,species,四棘擬鱸,KL_Fish_0000292,,,,,,,
Epinephelus merra,species,網紋石斑魚,KL_Fish_0000293,,,,,,,
Pterocaesio diagramma,species,雙帶鱗鰭烏尾鮗,KL_Fish_0000294,,,,,,,
Exallias brevis,species,短多鬚鳚,KL_Fish_0000295,,,,,,,
Lutjanus gibbus,species,隆背笛鯛,KL_Fish_0000296,,,,,,,
Chaetodon rafflesii,species,雷氏蝴蝶魚,KL_Fish_0000297,,,,,,,
Hemigymnus fasciatus,species,條紋半裸魚,KL_Fish_0000298,,,,,,,
Ptereleotris evides,species,黑尾凹尾塘鱧,KL_Fish_0000299,,,,,,,
Lampides boeticus,species,豆波灰蝶,KL_Insect_0000001,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lampides, 
Zizeeria maha okinawana,subspecies,藍灰蝶,KL_Insect_0000002,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Zizeeria, 
Prosotas nora formosana,subspecies,波灰蝶,KL_Insect_0000003,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Prosotas, 
Zizina otis riukuensis,subspecies,折列藍灰蝶,KL_Insect_0000004,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Zizina, 
Deudorix epijarbas menesicles,subspecies,玳灰蝶,KL_Insect_0000005,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Deudorix, 
Junonia orithya,species,青眼蛺蝶,KL_Insect_0000006,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia, 
Vanessa cardui,species,小紅蛺蝶,KL_Insect_0000007,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa, 
Vanessa indica,species,大紅蛺蝶,KL_Insect_0000008,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa, 
Parantica sita,species,大絹斑蝶,KL_Insect_0000009,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Parantica, 
Euploea eunice hobsoni,subspecies,圓翅紫斑蝶,KL_Insect_0000010,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euploea, 
Kaniska canace drilon,subspecies,琉璃蛺蝶,KL_Insect_0000011,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa, 
Pieris rapae crucivora,subspecies,白粉蝶,KL_Insect_0000012,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris, 
Colias erate,species,紋黃蝶,KL_Insect_0000013,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias, 
Pieris canidia,species,緣點白粉蝶,KL_Insect_0000014,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris, 
Catopsilia pomona,species,遷粉蝶,KL_Insect_0000015,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Catopsilia, 
Eurema mandarina,species,北黃蝶,KL_Insect_0000016,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Eurema, 
Appias albina semperi,subspecies,尖粉蝶,KL_Insect_0000017,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Appias, 
Parnara guttata,species,稻弄蝶,KL_Insect_0000018,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Parnara, 
Papilio protenor protenor,subspecies,黑鳳蝶,KL_Insect_0000019,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio, 
Spoladea recurvalis,species,甜菜白帶野螟,KL_Insect_0000020,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Spoladea, 
Pleuroptya chlorophanta,species,三條肋野螟蛾,KL_Insect_0000021,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Patania, 
Pygospila tyres,species,白斑黑翅野螟蛾,KL_Insect_0000022,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pygospila, 
Pleuroptya iopasalis,species,紫褐肋野螟蛾,KL_Insect_0000023,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pleuroptya, 
Nomophila noctuella,species,麥牧野螟,KL_Insect_0000024,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Nomophila, 
Diasemia accalis,species,褐紋翅野螟,KL_Insect_0000025,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Diasemia, 
Talanga sexpunctalis,species,緗帶野螟,KL_Insect_0000026,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Talanga, 
Patania plagiatalis,species,扇野螟蛾,KL_Insect_0000027,,,,,,, 
Eudocima phalonia,species,落葉夜蛾,KL_Insect_0000028,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eudocima, 
Nyctemera adversata,species,粉蝶燈蛾,KL_Insect_0000029,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Nyctemera, 
Utetheisa,genus,,KL_Insect_0000030,,,,,,, 
Hypocala subsatura,species,苹梢鷹裳蛾,KL_Insect_0000031,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypocala, 
Oraesia emarginata,species,鳥嘴壺裳蛾,KL_Insect_0000032,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Oraesia, 
Asota plana lacteata,subspecies,長斑擬燈蛾,KL_Insect_0000033,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Asota, 
Grammodes geometrica,species,象夜蛾,KL_Insect_0000034,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Grammodes, 
Plutella xylostella,species,小菜蛾,KL_Insect_0000035,Animalia,Arthropoda,Insecta,Lepidoptera,Plutellidae,Plutella, 
Stathmopoda auriferella,species,展足蛾,KL_Insect_0000036,Animalia,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,Stathmopoda, 
Hippotion rosetta,species,後紅斜線天蛾,KL_Insect_0000037,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hippotion, 
Sterrhinae,genus,姬尺蛾亞科,KL_Insect_0000038,,,,,,, 
Celenna festivaria formosensis,subspecies,綠紋尺蛾,KL_Insect_0000039,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Celenna, 
Eumelea ludovicata,species,雌黃粉尺蛾,KL_Insect_0000040,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eumelea, 
Scopula,genus,岩尺蛾屬,KL_Insect_0000041,,,,,,, 
Earias cupreoviridis,species,鼎點鑽瘤蛾,KL_Insect_0000042,Animalia,Arthropoda,Insecta,Lepidoptera,Nolidae,Earias, 
Anax parthenope julius,subspecies,綠胸晏蜓,KL_Insect_0000043,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax, 
Anax guttatus,species,烏點晏蜓,KL_Insect_0000044,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax, 
Agriocnemis pygmaea,species,橙尾細蟌,KL_Insect_0000045,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Agriocnemis, 
Ischnura senegalensis,species,青紋細蟌,KL_Insect_0000046,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura, 
Ischnura asiatica,species,亞東細蟌,KL_Insect_0000047,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura, 
Pantala flavescens,species,薄翅蜻蜓,KL_Insect_0000048,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Pantala, 
Sympetrum fonscolombii,species,紅脈蜻蜓,KL_Insect_0000049,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum, 
Tramea virginia,species,大華蜻蜓,KL_Insect_0000050,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea, 
Copera marginipes,species,脛蹼琵蟌,KL_Insect_0000051,Animalia,Arthropoda,Insecta,Odonata,Platycnemididae,Copera, 
Riptortus pedestris,species,點蜂緣椿,KL_Insect_0000052,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Riptortus, 
Hishimonus sellatus,species,菱紋葉蟬,KL_Insect_0000053,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Hishimonus, 
Cletus trigonus,species,肩棘緣蝽,KL_Insect_0000054,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Cletus, 
Homoeocerus marginiventris,species,小點同緣蝽,KL_Insect_0000055,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Homoeocerus, 
Acanthocoris scaber,species,瘤緣蝽,KL_Insect_0000056,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Acanthocoris, 
Graptostethus servus servus,subspecies,紅腺長椿,KL_Insect_0000057,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Graptostethus, 
Spilostethus hospes,species,黑斑腺長蝽,KL_Insect_0000058,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Spilostethus, 
Nysius ericae,species,小長蝽象,KL_Insect_0000059,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Nysius, 
Geocoris pallidipennis scissilis,subspecies,大眼長蝽,KL_Insect_0000060,Animalia,Arthropoda,Insecta,Hemiptera,Geocoridae,Geocoris, 
Pseudopachybrachius guttus,species,圓眼長蝽,KL_Insect_0000061,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Pseudopachybrachius, 
Telocoris,genus,,KL_Insect_0000062,,,,,,, 
Geotomus,genus,地土蝽屬,KL_Insect_0000063,,,,,,, 
Pilophorus typicus,species,泛束盲蝽,KL_Insect_0000064,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Pilophorus, 
Taylorilygus apicalis,species,泛泰盲蝽,KL_Insect_0000065,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Taylorilygus, 
Trigonotylus tenuis,species,小赤鬚盲蝽,KL_Insect_0000066,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Trigonotylus, 
Creontiades,genus,淡盲蝽屬,KL_Insect_0000067,,,,,,, 
Tytthus,genus,淡翅盲蝽屬,KL_Insect_0000068,,,,,,, 
Sejanus,genus,楔盲蝽屬,KL_Insect_0000069,,,,,,, 
Orius,genus,小花蝽屬,KL_Insect_0000070,,,,,,, 
Corythucha,genus,方翅網蝽屬,KL_Insect_0000071,,,,,,, 
Agonoscelis nubilis,species,雲椿,KL_Insect_0000072,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Agonoscelis, 
Nezara viridula,species,稻綠椿,KL_Insect_0000073,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Nezara, 
Piezodorus hybneri,species,璧椿,KL_Insect_0000074,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Piezodorus, 
Scotiphara scotii,species,短刺黑椿象,KL_Insect_0000075,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Scotiphara, 
Oncocephalus assimilis,species,黑斑褐獵椿象,KL_Insect_0000076,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Oncocephalus, 
Pycnoscelis surinamensis,species,穌里南潛蠊,KL_Insect_0000077,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Pycnoscelus, 
Blattella,genus,姬蠊屬,KL_Insect_0000078,,,,,,, 
Periplaneta australasiae,species,澳洲家蠊,KL_Insect_0000079,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta, 
Acrida turrita,species,長頭蝗,KL_Insect_0000080,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrida, 
Acrida cinerea,species,中華劍角蝗,KL_Insect_0000081,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrida, 
Aiolopus thalassinus,species,斑蝗,KL_Insect_0000082,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aiolopus, 
Trilophidia annulata,species,疣蝗,KL_Insect_0000083,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trilophidia, 
Patanga succincta,species,條背土蝗,KL_Insect_0000084,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Patanga, 
Hieroglyphus annulicornis,species,斑腿蔗蝗,KL_Insect_0000085,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Hieroglyphus, 
Gastrimargus marmoratus,species,雲斑車蝗,KL_Insect_0000086,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Gastrimargus, 
Teleogryllus mitratus,species,白緣眉紋蟋蟀,KL_Insect_0000087,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Teleogryllus, 
Velarifictorus ornatus,species,麗鬥蟋,KL_Insect_0000088,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Velarifictorus, 
Gryllus bimaculatus,species,黃斑黑蟋蟀,KL_Insect_0000089,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus, 
Ornebius,genus,奧蟋,KL_Insect_0000090,,,,,,, 
Euconocephalus nasutus,species,鼻優草螽,KL_Insect_0000091,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Euconocephalus, 
Conocephalus maculatus,species,褐背細斯,KL_Insect_0000092,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Conocephalus, 
Myrmecophilus,genus,蟻蟋屬,KL_Insect_0000093,,,,,,, 
Chlorophorus annularis,species,竹虎天牛,KL_Insect_0000094,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Chlorophorus, 
Chlorophorus graphus,species,圖紋虎天牛,KL_Insect_0000095,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Chlorophorus, 
Eobia chinensis,species,黑尾擬天牛,KL_Insect_0000096,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Eobia, 
Chaetocnema,genus,凹脛葉蚤屬,KL_Insect_0000097,,,,,,, 
Colasposoma auripenne,species,甘藷猿金花蟲,KL_Insect_0000098,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Colasposoma, 
Cassida circumdata,species,甘藷龜金花蟲,KL_Insect_0000099,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cassida, 
Necrobia rufipes,species,赤足郭公蟲,KL_Insect_0000100,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Necrobia, 
Necrobia ruficollis,species,赤頸郭公蟲,KL_Insect_0000101,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Necrobia, 
Coccinella septempunctata,species,七星瓢蟲,KL_Insect_0000102,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella, 
Propylea japonica,species,龜紋瓢蟲,KL_Insect_0000103,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylea, 
Cheilomenes sexmaculata,species,六斑月瓢蟲,KL_Insect_0000104,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes, 
Protaetia orientalis sakaii,subspecies,東方白點花金龜,KL_Insect_0000105,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Protaetia, 
Paederus fuscipes,species,紅胸隱翅蟲,KL_Insect_0000106,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Paederus, 
Gonocephalum,genus,潛砂蟲屬,KL_Insect_0000107,,,,,,, 
Agrypnus sakaguchii,species,小褐鏽叩頭蟲,KL_Insect_0000108,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Agrypnus, 
Stomorhina discolor,species,黑色錐口蠅,KL_Insect_0000109,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Stomorhina, 
Chrysomya,genus,金蠅屬,KL_Insect_0000110,,,,,,, 
Pollenia,genus,粉蠅屬,KL_Insect_0000111,,,,,,, 
Dioxyna sororcula,species,長鞘寬頭實蠅,KL_Insect_0000112,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Dioxyna, 
Ischiodon scutellaris,species,短刺蚜蠅,KL_Insect_0000113,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Ischiodon, 
Allograpta javana,species,爪哇蚜蠅,KL_Insect_0000114,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Allograpta, 
Eristalinus,genus,斑眼蚜蠅屬,KL_Insect_0000115,,,,,,, 
Ceratina,genus,蘆蜂,KL_Insect_0000116,,,,,,, 
Tetramorium nipponense,species,日本皺家蟻,KL_Insect_0000117,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium, 
Tapinoma melanocephalum,species,黑頭慌蟻,KL_Insect_0000118,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma, 
Pheidole fervens,species,熱烈大頭家蟻,KL_Insect_0000119,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole, 
Cardiocondyla kagutsuchi,species,迦具土瘤突家蟻,KL_Insect_0000120,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Cardiocondyla, 
Cardiocondyla minutior,species,小瘤突家蟻,KL_Insect_0000121,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Cardiocondyla, 
Monomorium chinense,species,中華單家蟻,KL_Insect_0000122,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium, 
Tetramorium bicarinatum,species,雙脊皺家蟻,KL_Insect_0000123,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium, 
Nylanderia ryukyuensis,species,琉球尼蘭德山蟻,KL_Insect_0000124,,,,,,, 
Camponotus albosparsus,species,白疏巨山蟻,KL_Insect_0000125,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus, 
Ochetellus glaber,species,光滑管琉璃蟻,KL_Insect_0000126,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ochetellus, 
Strumigenys membranifera,species,節膜瘤顎家蟻,KL_Insect_0000127,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pyramica, 
Hypoponera,genus,姬針蟻,KL_Insect_0000128,,,,,,, 
Solenopsis,genus,火家蟻屬,KL_Insect_0000129,,,,,,, 
Bassus,genus,,KL_Insect_0000130,,,,,,, 
Xysticus,genus,花蟹蛛,KL_Insect_0000131,,,,,,, 
Stathmopoda auriferalla,species,展足蛾,KL_Insect_0000132,Animalia,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,Stathmopoda,
Largidae,family,大紅蝽科,KL_Insect_0000133,Animalia,Arthropoda,Insecta,Hemiptera,Largidae,,
Chrysopidae,family,草蛉科,KL_Insect_0000134,,,,,,,
Trilophidia japonica,species,疣蝗,KL_Insect_0000135,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trilophidia,
Geometridae,family,尺蛾科,KL_Insect_0000136,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,,
Ischiodon,genus,短刺蚜蠅,KL_Insect_0000138,,,,,,,
Protaetia orientalis,species,東方白點花金龜,KL_Insect_0000139,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Protaetia,
Staphylinidae,family,隱翅蟲科,KL_Insect_0000140,,,,,,,
Tenebrionidae,family,擬步行蟲科,KL_Insect_0000141,,,,,,,
Coccinellidae,family,瓢蟲科,KL_Insect_0000142,,,,,,,
Cleridae,family,郭公蟲科,KL_Insect_0000143,,,,,,,
Aiolopus thalassinus tamulus,subspecies,斑蝗,KL_Insect_0000144,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aiolopus,
Pycnoscelus surinamensis,species,蘇利南潛蠊,KL_Insect_0000145,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Pycnoscelus,
Colasposoma viridicoeruleum,species,甘藷猿金花蟲,KL_Insect_0000146,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Colasposoma,
Pleuroptya,genus,,KL_Insect_0000147,,,,,,,
Erebidae,family,裳蛾科,KL_Insect_0000148,,,,,,,
Atractomorpha sinensis,species,紅后負蝗,KL_Insect_0000150,Animalia,Arthropoda,Insecta,Orthoptera,Pyrgomorphidae,Atractomorpha,
Graptostethus servus,species,黑帶紅腺長蝽,KL_Insect_0000153,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Graptostethus,
Scotinophara scottii,species,短刺黑蝽,KL_Insect_0000154,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Scotinophara,
Asopinae,subfamily,,KL_Insect_0000155,,,,,,,
Lepismatidae,family,衣魚科,KL_Insect_0000158,,,,,,,
Crambidae,family,草螟科,KL_Insect_0000160,,,,,,,
Cicadellidae,family,葉蟬科,KL_Insect_0000161,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,,
Brachymeria,genus,大腿小蜂,KL_Insect_0000162,,,,,,,
Eurytomidae,family,廣肩小蜂科,KL_Insect_0000164,,,,,,,
Braconidae,family,小繭蜂科,KL_Insect_0000165,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,,
Dermestes,genus,鰹節蟲,KL_Insect_0000166,,,,,,,
Aphididae,family,蚜蟲,KL_Insect_0000167,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,,
Muscidae,family,家蠅,KL_Insect_0000169,,,,,,,
Curculionidae,family,象鼻蟲,KL_Insect_0000170,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,,
Culicidae,family,蚊,KL_Insect_0000171,,,,,,,
Gryllidae,family,蟋蟀,KL_Insect_0000172,,,,,,,
Pheidole,genus,大頭家蟻,KL_Insect_0000173,,,,,,,
Deltocephalidae,family,角頂葉蟬,KL_Insect_0000174,,,,,,,
Pipunculidae,family,頭蠅,KL_Insect_0000175,,,,,,,
Caeciliusidae,family,毛嚙蟲,KL_Insect_0000176,,,,,,,
Ceratopogonidae,family,蠓,KL_Insect_0000177,,,,,,,
Chloropidae,family,稈蠅,KL_Insect_0000178,,,,,,,
Agromyzidae,family,潛蠅,KL_Insect_0000179,,,,,,,
Malachiidae,family,耀夜螢,KL_Insect_0000180,,,,,,,
Diasemia acalis,species,褐紋翅野螟蛾,KL_Insect_0000181,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Diasemia,
Diptera,order,雙翅目,KL_Insect_0000182,Animalia,Arthropoda,Insecta,Diptera,,,
Cheilmenes sexmachlata,species,六斑月瓢蟲,KL_Insect_0000183,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,
Eobia chinensis chinensis,species,黑尾擬天牛,KL_Insect_0000184,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Eobia,
Propylea japonoca,species,龜紋瓢蟲,KL_Insect_0000185,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylea,
Diasemia,genus,草螟蛾,KL_Insect_0000186,,,,,,,
Colasposoma cf. auripenne,species,甘藷猿金花蟲,KL_Insect_0000188,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Colasposoma,
Cantharidae,family,菊虎科,KL_Insect_0000190,,,,,,,
Scymninae,subfamily,小毛瓢蟲亞科,KL_Insect_0000191,,,,,,,
Pyralidae,family,螟蛾科,KL_Insect_0000192,,,,,,,
Deudorix,genus,玳灰蝶屬,KL_Insect_0000193,,,,,,,
Dolichopodidae,family,長足虻科,KL_Insect_0000194,,,,,,,
Lauxaniidae,family,縞蠅科,KL_Insect_0000195,,,,,,,
Ephydridae,family,水蠅科,KL_Insect_0000197,,,,,,,
Eulophidae,family,姬小蜂科,KL_Insect_0000198,,,,,,,
Campopleginae,subfamily,縫姬蜂亞科,KL_Insect_0000199,,,,,,,
Cremastinae,subfamily,分距姬蜂亞科,KL_Insect_0000200,,,,,,,
Chalcididae,family,小蜂科,KL_Insect_0000201,,,,,,,
Formicidae,family,蟻科,KL_Insect_0000202,,,,,,,
Miridae,family,盲蝽科,KL_Insect_0000206,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,,
Nysius,genus,小長蝽屬,KL_Insect_0000207,,,,,,,
Tropiduchidae,family,軍配飛蝨,KL_Insect_0000209,Animalia,Arthropoda,Insecta,Hemiptera,Tropiduchidae,,
Catopsilia pomona pomona,species,遷粉蝶,KL_Insect_0000210,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Catopsilia,
Ichneumonidae,genus,,KL_Insect_0000213,,,,,,,
Oraesia excavata,species,鳥嘴壺裳蛾,KL_Insect_0000214,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Oraesia,
Diaphania indica,species,瓜絹野螟,KL_Insect_0000221,,,,,,,
Braunsapis,genus,小蘆蜂屬,KL_Insect_0000222,,,,,,,
Hylaeus,genus,面具蜂屬,KL_Insect_0000223,,,,,,,
Aphidius gifuensis,species,岐阜小繭蜂,KL_Insect_0000224,,,,,,,
Tetramorium simillimum,species,相似皺家蟻,KL_Insect_0000225,,,,,,,
Tetramorium lanuginosum,species,絨毛皺家蟻,KL_Insect_0000226,,,,,,,
Austragallia,genus,,KL_Insect_0000227,,,,,,,
Stirellus indrus,species,二點矛葉蟬,KL_Insect_0000228,,,,,,,
Orosius orientalis,species,南斑葉蟬,KL_Insect_0000229,,,,,,,
Lipaphis erysimi,species,偽菜蚜,KL_Insect_0000230,,,,,,,
Episyrphus,genus,黑帶蚜蠅屬,KL_Insect_0000235,,,,,,,
Steganopsis,genus,防水縞蠅屬,KL_Insect_0000236,,,,,,,
Sphenella,genus,雙帶斑實蠅屬,KL_Insect_0000237,,,,,,,
Lispe,genus,溜蠅屬,KL_Insect_0000238,,,,,,,
Liriomyza,genus,斑潛蠅屬,KL_Insect_0000239,,,,,,,
Drosophila,genus,果蠅屬,KL_Insect_0000240,,,,,,,
Valenzuela,genus,梵嚙蟲屬,KL_Insect_0000241,,,,,,,
Hemerobius,genus,褐蛉屬,KL_Insect_0000242,,,,,,,
Phlaeothripidae,family,管薊馬科,KL_Insect_0000243,,,,,,,
Thripidae,family,薊馬科,KL_Insect_0000244,,,,,,,
Myrmecophilus quadrispinus,species,蓬萊蟻蟋,KL_Insect_0000248,,,,,,,
Tropidocephala,genus,匙頂飛蝨屬,KL_Insect_0000249,,,,,,,
Geocoris ochropterus,species,南亞大眼長蝽,KL_Insect_0000250,,,,,,,
Pilophorus,genus,束盲蝽屬,KL_Insect_0000253,,,,,,,
